offense_id,incident_id,crime_head,mo_text,mo_signature,severity_weight
OFF000705,INC000704,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000706,INC000705,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a on foot.,none,8
OFF000707,INC000706,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000708,INC000707,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000709,INC000708,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000710,INC000709,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a on foot.,none,8
OFF000711,INC000710,Riots,Offense recorded under Riots.,none,20
OFF000712,INC000711,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000713,INC000712,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000714,INC000713,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000715,INC000714,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over an old debt, causing injury with a knife.",none,35
OFF000716,INC000715,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a on foot.,none,8
OFF000717,INC000716,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000718,INC000717,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF000719,INC000718,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a on foot.,none,8
OFF000720,INC000719,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000721,INC000720,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000722,INC000721,Arson,Offense recorded under Arson.,none,40
OFF000723,INC000722,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000724,INC000723,Robbery,"Accused approached the victim near a parking lot, threatened them with a knife, and fled with jewellery on a two-wheeler.",none,45
OFF000725,INC000724,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000726,INC000725,Burglary,Accused gained entry through the compound wall and removed two mobile phones from the premises while occupants were away.,none,15
OFF000727,INC000726,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000728,INC000727,Riots,Offense recorded under Riots.,none,20
OFF000729,INC000728,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000730,INC000729,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000731,INC000730,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000732,INC000731,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a on foot.,none,8
OFF000733,INC000732,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF000734,INC000733,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF000735,INC000734,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF000736,INC000735,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000737,INC000736,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a on foot.,none,8
OFF000738,INC000737,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000739,INC000738,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF000740,INC000739,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,none,8
OFF000741,INC000740,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a on foot.,none,8
OFF000742,INC000741,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000743,INC000742,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000744,INC000743,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a bicycle.,none,8
OFF000745,INC000744,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a on foot.,none,8
OFF000746,INC000745,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a bicycle.,none,8
OFF000747,INC000746,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF000748,INC000747,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000749,INC000748,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a on foot.,none,8
OFF000750,INC000749,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were asleep.,none,15
OFF000751,INC000750,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000752,INC000751,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000753,INC000752,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a family matter, causing injury with a sharp weapon.",none,35
OFF000754,INC000753,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000755,INC000754,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000756,INC000755,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000757,INC000756,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000758,INC000757,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000759,INC000758,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000760,INC000759,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000761,INC000760,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000762,INC000761,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000763,INC000762,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000764,INC000763,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000765,INC000764,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000766,INC000765,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a bicycle.,none,8
OFF000767,INC000766,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000768,INC000767,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000769,INC000768,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000770,INC000769,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000771,INC000770,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF000772,INC000771,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000773,INC000772,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF000774,INC000773,Burglary,Accused gained entry through the kitchen ventilator and removed a laptop from the premises while occupants were away.,none,15
OFF000775,INC000774,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a bicycle.,none,8
OFF000776,INC000775,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a property boundary, causing injury with a iron rod.",none,35
OFF000777,INC000776,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000778,INC000777,Rape,Offense recorded under Rape.,none,85
OFF000779,INC000778,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000780,INC000779,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000781,INC000780,Burglary,Accused gained entry through the compound wall and removed jewellery from the premises while occupants were away.,none,15
OFF000782,INC000781,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a property boundary, causing injury with a blunt object.",none,35
OFF000783,INC000782,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a on foot.,none,8
OFF000784,INC000783,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000785,INC000784,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000786,INC000785,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000787,INC000786,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000788,INC000787,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a on foot.,none,8
OFF000789,INC000788,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a bicycle.,none,8
OFF000790,INC000789,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF000791,INC000790,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000792,INC000791,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a on foot.,none,8
OFF000793,INC000792,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000794,INC000793,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000795,INC000794,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over an old debt, causing injury with a blunt object.",none,35
OFF000796,INC000795,Burglary,Accused gained entry through the kitchen ventilator and removed a bag of valuables from the premises while occupants were away.,none,15
OFF000797,INC000796,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF000798,INC000797,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000799,INC000798,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000800,INC000799,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF000801,INC000800,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000802,INC000801,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000803,INC000802,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000804,INC000803,Rape,Offense recorded under Rape.,none,85
OFF000805,INC000804,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000806,INC000805,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000807,INC000806,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000808,INC000807,Riots,Offense recorded under Riots.,none,20
OFF000809,INC000808,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a road-rage incident, causing injury with a blunt object.",none,35
OFF000810,INC000809,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF000811,INC000810,Burglary,Accused gained entry through the compound wall and removed a bag of valuables from the premises while occupants were asleep.,none,15
OFF000812,INC000811,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000813,INC000812,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a bicycle.,none,8
OFF000814,INC000813,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a two-wheeler.,none,8
OFF000815,INC000814,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000816,INC000815,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000817,INC000816,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000818,INC000817,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF000819,INC000818,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000820,INC000819,Rape,Offense recorded under Rape.,none,85
OFF000821,INC000820,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over an old debt, causing injury with a knife.",none,35
OFF000822,INC000821,Rape,Offense recorded under Rape.,none,85
OFF000823,INC000822,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a bicycle.,none,8
OFF000824,INC000823,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a on foot.,none,8
OFF000825,INC000824,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were away.,none,15
OFF000826,INC000825,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000827,INC000826,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000828,INC000827,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000829,INC000828,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000830,INC000829,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000831,INC000830,Robbery,"Accused approached the victim near a railway station, threatened them with a sharp weapon, and fled with jewellery on a two-wheeler.",none,45
OFF000832,INC000831,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a on foot.,none,8
OFF000833,INC000832,Rape,Offense recorded under Rape.,none,85
OFF000834,INC000833,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a two-wheeler.,none,8
OFF000835,INC000834,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a on foot.,none,8
OFF000836,INC000835,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000837,INC000836,Arson,Offense recorded under Arson.,none,40
OFF000838,INC000837,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000839,INC000838,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000840,INC000839,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a bicycle.,none,8
OFF000841,INC000840,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF000842,INC000841,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000843,INC000842,Arson,Offense recorded under Arson.,none,40
OFF000844,INC000843,Rape,Offense recorded under Rape.,none,85
OFF000845,INC000844,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000846,INC000845,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000847,INC000846,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000848,INC000847,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF000849,INC000848,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000850,INC000849,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000851,INC000850,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a on foot.,none,8
OFF000852,INC000851,Burglary,Accused gained entry through the compound wall and removed cash and electronics from the premises while occupants were at work.,none,15
OFF000853,INC000852,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000854,INC000853,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a bicycle.,none,8
OFF000855,INC000854,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000856,INC000855,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000857,INC000856,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a two-wheeler.,none,8
OFF000858,INC000857,Murder,Offense recorded under Murder.,none,100
OFF000859,INC000858,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000860,INC000859,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000861,INC000860,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a on foot.,none,8
OFF000862,INC000861,Arson,Offense recorded under Arson.,none,40
OFF000863,INC000862,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF000864,INC000863,Burglary,Accused gained entry through the rear window and removed cash and electronics from the premises while occupants were away.,none,15
OFF000865,INC000864,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a property boundary, causing injury with a knife.",none,35
OFF000866,INC000865,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000867,INC000866,Murder,Offense recorded under Murder.,none,100
OFF000868,INC000867,Rape,Offense recorded under Rape.,none,85
OFF000869,INC000868,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000870,INC000869,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000871,INC000870,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000872,INC000871,Burglary,Accused gained entry through the rear window and removed two mobile phones from the premises while occupants were asleep.,none,15
OFF000873,INC000872,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF000874,INC000873,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000875,INC000874,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000876,INC000875,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a on foot.,none,8
OFF000877,INC000876,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000878,INC000877,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000879,INC000878,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF000880,INC000879,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a on foot.,none,8
OFF000881,INC000880,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a two-wheeler.,none,8
OFF000882,INC000881,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000883,INC000882,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a on foot.,none,8
OFF000884,INC000883,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000885,INC000884,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF000886,INC000885,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000887,INC000886,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a bicycle.,none,8
OFF000888,INC000887,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000889,INC000888,Riots,Offense recorded under Riots.,none,20
OFF000890,INC000889,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000891,INC000890,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000892,INC000891,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over an old debt, causing injury with a knife.",none,35
OFF000893,INC000892,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000894,INC000893,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a on foot.,none,8
OFF000895,INC000894,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a bicycle.,none,8
OFF000896,INC000895,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000897,INC000896,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000898,INC000897,Rape,Offense recorded under Rape.,none,85
OFF000899,INC000898,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000900,INC000899,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000901,INC000900,Riots,Offense recorded under Riots.,none,20
OFF000902,INC000901,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF000903,INC000902,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000904,INC000903,Arson,Offense recorded under Arson.,none,40
OFF000905,INC000904,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000906,INC000905,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000907,INC000906,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000908,INC000907,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000909,INC000908,Burglary,Accused gained entry through the terrace access and removed cash and electronics from the premises while occupants were away.,none,15
OFF000910,INC000909,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000911,INC000910,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000912,INC000911,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000913,INC000912,Rape,Offense recorded under Rape.,none,85
OFF000914,INC000913,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a two-wheeler.,none,8
OFF000915,INC000914,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were at work.,none,15
OFF000916,INC000915,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over an old debt, causing injury with a knife.",none,35
OFF000917,INC000916,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF000918,INC000917,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a bicycle.,none,8
OFF000919,INC000918,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000920,INC000919,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000921,INC000920,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000922,INC000921,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000923,INC000922,Rape,Offense recorded under Rape.,none,85
OFF000924,INC000923,Rape,Offense recorded under Rape.,none,85
OFF000925,INC000924,Robbery,"Accused approached the victim near a bus stop, threatened them with a blunt object, and fled with jewellery on a two-wheeler.",none,45
OFF000926,INC000925,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a auto-rickshaw.,none,8
OFF000927,INC000926,Burglary,Accused gained entry through the compound wall and removed jewellery from the premises while occupants were away.,none,15
OFF000928,INC000927,Theft,Accused was seen loitering near a railway station before removing cash and electronics and fleeing on a bicycle.,none,8
OFF000929,INC000928,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF000930,INC000929,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000931,INC000930,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a road-rage incident, causing injury with a sharp weapon.",none,35
OFF000932,INC000931,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a on foot.,none,8
OFF000933,INC000932,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a bicycle.,none,8
OFF000934,INC000933,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via phone banking, then became unreachable.",none,20
OFF000935,INC000934,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a on foot.,none,8
OFF000936,INC000935,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000937,INC000936,Criminal Breach of Trust,Offense recorded under Criminal Breach of Trust.,none,25
OFF000938,INC000937,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF000939,INC000938,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF000940,INC000939,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a on foot.,none,8
OFF000941,INC000940,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a on foot.,none,8
OFF000942,INC000941,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF000943,INC000942,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000944,INC000943,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a bicycle.,none,8
OFF000945,INC000944,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF000946,INC000945,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were at work.,none,15
OFF000947,INC000946,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000948,INC000947,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a bicycle.,none,8
OFF000949,INC000948,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over an old debt, causing injury with a knife.",none,35
OFF000950,INC000949,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a two-wheeler.,none,8
OFF000951,INC000950,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a road-rage incident, causing injury with a sharp weapon.",none,35
OFF000952,INC000951,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a two-wheeler.,none,8
OFF000953,INC000952,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a property boundary, causing injury with a knife.",none,35
OFF000954,INC000953,Cheating,"Accused posed as a government officer and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF000955,INC000954,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000956,INC000955,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a bicycle.,none,8
OFF000957,INC000956,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF000958,INC000957,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a on foot.,none,8
OFF000959,INC000958,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF000960,INC000959,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a bicycle.,none,8
OFF000961,INC000960,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF000962,INC000961,Theft,Accused was seen loitering near a parking lot before removing a laptop and fleeing on a on foot.,none,8
OFF000963,INC000962,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a family matter, causing injury with a iron rod.",none,35
OFF000964,INC000963,Theft,Accused was seen loitering near a market area before removing a laptop and fleeing on a auto-rickshaw.,none,8
